narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes
P03_120_49,P03,P03_120,00:01:35.850,00:01:35.14,00:01:42.03,4757,5101,pour sugar onto scales,pour-onto,9,sugar,102,"['sugar', 'scale']","[102, 108]"
P03_120_5,P03,P03_120,00:00:16.352,00:00:14.62,00:00:16.79,731,839,take eggs from fridge,take-from,0,egg,53,"['egg', 'fridge']","[53, 12]"
P03_120_50,P03,P03_120,00:01:42.850,00:01:43.04,00:01:44.27,5152,5213,pick up lid,pick-up,0,lid,6,['lid'],[6]
P03_120_51,P03,P03_120,00:01:43.850,00:01:43.83,00:01:44.33,5191,5216,put down tupperware of sugar,put-down,1,tupperware:sugar,23,['tupperware:sugar'],[23]
P03_120_52,P03,P03_120,00:01:44.600,00:01:44.32,00:01:47.68,5216,5384,close tupperware of sugar,close,4,tupperware:sugar,23,['tupperware:sugar'],[23]
P03_120_53,P03,P03_120,00:01:48.850,00:01:48.45,00:01:49.15,5422,5457,take tray off scales,take-off,12,tray,35,"['tray', 'scale']","[35, 108]"
P03_120_54,P03,P03_120,00:01:50.100,00:01:49.70,00:01:52.95,5485,5647,pour sugar into bowl,pour-into,9,sugar,102,"['sugar', 'bowl']","[102, 7]"
P03_120_55,P03,P03_120,00:01:56.600,00:01:53.05,00:01:56.52,5652,5826,tap weight tray,tap,32,tray:weight,35,['tray:weight'],[35]
P03_120_56,P03,P03_120,00:01:59.850,00:01:58.72,00:02:00.23,5936,6011,put tray rack on top of scales,put-on,1,rack:tray,110,"['rack:tray', 'top:scale']","[110, 108]"
P03_120_57,P03,P03_120,00:02:02.100,00:02:00.91,00:02:03.17,6045,6158,zero scales,zero,53,scale,108,['scale'],[108]
P03_120_58,P03,P03_120,00:02:05.100,00:02:05.07,00:02:05.65,6253,6282,pick up butter,pick-up,0,butter,78,['butter'],[78]
P03_120_59,P03,P03_120,00:02:08.350,00:02:07.90,00:02:08.61,6395,6430,open drawer,open,3,drawer,8,['drawer'],[8]
P03_120_6,P03,P03_120,00:00:18.102,00:00:17.45,00:00:18.70,872,935,open vegetable drawer,open,3,drawer:vegetable,8,['drawer:vegetable'],[8]
P03_120_60,P03,P03_120,00:02:09.100,00:02:08.14,00:02:09.54,6406,6477,take paring knife from drawer,take,0,knife:paring,4,"['knife:paring', 'drawer']","[4, 8]"
P03_120_61,P03,P03_120,00:02:09.350,00:02:09.44,00:02:09.89,6472,6494,close drawer,close,4,drawer,8,['drawer'],[8]
P03_120_62,P03,P03_120,00:02:10.600,00:02:10.81,00:02:12.81,6540,6640,open butter,open,3,butter,78,['butter'],[78]
P03_120_63,P03,P03_120,00:02:13.350,00:02:12.81,00:02:13.56,6640,6678,put down paring knife,put-down,1,knife:paring,4,['knife:paring'],[4]
P03_120_64,P03,P03_120,00:02:19.100,00:02:18.64,00:02:19.33,6931,6966,put down butter,put-down,1,butter,78,['butter'],[78]
P03_120_65,P03,P03_120,00:02:19.350,00:02:19.43,00:02:19.94,6971,6997,pick up paring knife,pick-up,0,knife:paring,4,['knife:paring'],[4]
P03_120_66,P03,P03_120,00:02:23.850,00:02:22.56,00:02:25.61,7128,7280,slice butter,slice,7,butter,78,['butter'],[78]
P03_120_67,P03,P03_120,00:02:26.100,00:02:25.94,00:02:26.74,7297,7337,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_68,P03,P03_120,00:02:26.888,00:02:26.74,00:02:28.39,7337,7419,put slice of butter in scales,put-in,5,slice:butter,78,"['slice:butter', 'scale']","[78, 108]"
P03_120_69,P03,P03_120,00:02:30.351,00:02:29.27,00:02:31.09,7463,7554,peel back foil from butter,peel-back,19,foil,123,"['foil', 'butter']","[123, 78]"
P03_120_7,P03,P03_120,00:00:19.352,00:00:19.35,00:00:20.77,967,1038,take lemons,take,0,lemon,105,['lemon'],[105]
P03_120_70,P03,P03_120,00:02:31.350,00:02:31.16,00:02:33.16,7558,7658,slice butter,slice,7,butter,78,['butter'],[78]
P03_120_71,P03,P03_120,00:02:33.350,00:02:33.22,00:02:34.52,7661,7726,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_72,P03,P03_120,00:02:34.850,00:02:34.68,00:02:35.72,7734,7786,put slice of butter in scales,put-in,5,slice:butter,78,"['slice:butter', 'scale']","[78, 108]"
P03_120_73,P03,P03_120,00:02:37.850,00:02:36.39,00:02:39.52,7819,7976,slice butter,slice,7,butter,78,['butter'],[78]
P03_120_74,P03,P03_120,00:02:40.350,00:02:40.23,00:02:40.74,8011,8037,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_75,P03,P03_120,00:02:40.892,00:02:40.95,00:02:41.68,8047,8084,put slice of butter on scales,put-on,1,slice:butter,78,"['slice:butter', 'scale']","[78, 108]"
P03_120_76,P03,P03_120,00:02:44.100,00:02:42.69,00:02:45.02,8134,8251,move foil from butter,move-from,11,foil,123,"['foil', 'butter']","[123, 78]"
P03_120_77,P03,P03_120,00:02:45.600,00:02:44.79,00:02:46.16,8239,8308,slice butter,slice,7,butter,78,['butter'],[78]
P03_120_78,P03,P03_120,00:02:47.100,00:02:46.26,00:02:47.36,8313,8368,take slice of butter off of knife,take-off,12,slice:butter,78,"['slice:butter', 'knife']","[78, 4]"
P03_120_79,P03,P03_120,00:02:47.350,00:02:47.42,00:02:48.36,8371,8418,put slice of butter on scales,put-on,1,slice:butter,78,"['slice:butter', 'scale']","[78, 108]"
P03_120_8,P03,P03_120,00:00:21.352,00:00:21.47,00:00:22.52,1073,1126,put lemons and eggs down on side,put-down,1,lemon,105,"['lemon', 'egg', 'side']","[105, 53, 42]"
P03_120_80,P03,P03_120,00:02:50.600,00:02:49.13,00:02:51.54,8456,8577,slice butter,slice,7,butter,78,['butter'],[78]
P03_120_81,P03,P03_120,00:02:51.898,00:02:51.99,00:02:52.64,8599,8632,take slice of butter off of knife,take-off,12,slice:butter,78,"['slice:butter', 'knife']","[78, 4]"
P03_120_82,P03,P03_120,00:02:52.600,00:02:52.96,00:02:53.41,8648,8670,put slice of butter on scales,put-on,1,slice:butter,78,"['slice:butter', 'scale']","[78, 108]"
P03_120_83,P03,P03_120,00:02:54.350,00:02:53.85,00:02:55.75,8692,8787,slice butter,slice,7,butter,78,['butter'],[78]
P03_120_84,P03,P03_120,00:02:55.850,00:02:56.00,00:02:56.76,8800,8838,take slice of butter off of knife,take-off,12,slice:butter,78,"['slice:butter', 'knife']","[78, 4]"
P03_120_85,P03,P03_120,00:02:56.850,00:02:57.22,00:02:58.51,8861,8925,put slice of butter on scales,put-on,1,slice:butter,78,"['slice:butter', 'scale']","[78, 108]"
P03_120_86,P03,P03_120,00:02:59.350,00:02:59.21,00:02:59.71,8960,8985,put down paring knife,put-down,1,knife:paring,4,['knife:paring'],[4]
P03_120_87,P03,P03_120,00:02:59.850,00:02:59.98,00:03:00.37,8999,9018,pick up butter,pick-up,0,butter,78,['butter'],[78]
P03_120_88,P03,P03_120,00:03:01.350,00:03:01.23,00:03:11.31,9061,9565,rewrap butter,rewrap,36,butter,78,['butter'],[78]
P03_120_89,P03,P03_120,00:03:13.600,00:03:13.45,00:03:13.96,9672,9698,put butter in tupperware,put-in,5,butter,78,"['butter', 'tupperware']","[78, 23]"
P03_120_9,P03,P03_120,00:00:24.852,00:00:24.02,00:00:25.23,1201,1261,close vegetable drawer,close,4,drawer:vegetable,8,['drawer:vegetable'],[8]
P03_120_90,P03,P03_120,00:03:13.601,00:03:13.89,00:03:14.56,9694,9728,pick up lid of tupperware,pick-up,0,lid:tupperware,6,['lid:tupperware'],[6]
P03_120_91,P03,P03_120,00:03:14.600,00:03:14.66,00:03:16.27,9733,9813,close tupperware of butter,close,4,tupperware:butter,23,['tupperware:butter'],[23]
P03_120_92,P03,P03_120,00:03:19.350,00:03:18.10,00:03:19.71,9905,9985,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_93,P03,P03_120,00:03:20.600,00:03:20.52,00:03:28.11,10026,10405,break apart slice of butter into large bowl,break-into,30,slice:butter,78,"['slice:butter', 'bowl:large']","[78, 7]"
P03_120_94,P03,P03_120,00:03:29.101,00:03:28.70,00:03:29.53,10435,10476,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_95,P03,P03_120,00:03:30.850,00:03:30.29,00:03:36.10,10514,10805,break apart slice of butter into large bowl,break-into,30,slice:butter,78,"['slice:butter', 'bowl:large']","[78, 7]"
P03_120_96,P03,P03_120,00:03:37.100,00:03:36.87,00:03:37.55,10843,10877,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_97,P03,P03_120,00:03:38.601,00:03:38.67,00:03:42.06,10933,11103,break apart slice of butter into large bowl,break-into,30,slice:butter,78,"['slice:butter', 'bowl:large']","[78, 7]"
P03_120_98,P03,P03_120,00:03:43.600,00:03:43.46,00:03:44.40,11173,11220,pick up slice of butter,pick-up,0,slice:butter,78,['slice:butter'],[78]
P03_120_99,P03,P03_120,00:03:45.101,00:03:44.93,00:04:03.34,11246,12167,break apart slice of butter into large bowl,break-into,30,slice:butter,78,"['slice:butter', 'bowl:large']","[78, 7]"
P03_121_0,P03,P03_121,00:00:03.601,00:00:03.31,00:00:04.10,165,204,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P03_121_1,P03,P03_121,00:00:04.878,00:00:04.87,00:00:07.93,243,396,stir melting butter in large bowl,stir,10,butter:melting,78,"['butter:melting', 'bowl:large']","[78, 7]"
P03_121_10,P03,P03_121,00:00:55.600,00:00:55.40,00:00:56.35,2770,2817,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P03_121_11,P03,P03_121,00:01:00.642,00:00:59.81,00:01:01.27,2990,3063,pick up paring knife,pick-up,0,knife:paring,4,['knife:paring'],[4]
P03_121_12,P03,P03_121,00:01:03.082,00:01:02.31,00:01:03.59,3115,3179,turn on tap,turn-on,6,tap,0,['tap'],[0]
P03_121_13,P03,P03_121,00:01:03.549,00:01:03.69,00:01:06.92,3184,3346,rinse paring knife,rinse,2,knife:paring,4,['knife:paring'],[4]
P03_121_14,P03,P03_121,00:01:07.049,00:01:07.00,00:01:07.76,3350,3388,turn off tap,turn-off,8,tap,0,['tap'],[0]
P03_121_15,P03,P03_121,00:01:09.799,00:01:07.61,00:01:10.36,3380,3518,pick up grater,pick-up,0,grater,96,['grater'],[96]
P03_121_16,P03,P03_121,00:01:11.339,00:01:10.39,00:01:14.61,3519,3730,scrape lemon zest using back of knife from grater,scrape,25,zest:lemon,105,"['zest:lemon', 'knife', 'grater']","[105, 4, 96]"
P03_121_17,P03,P03_121,00:01:15.549,00:01:14.66,00:01:19.13,3733,3956,tap grater against bowl,tap,32,grater,96,"['grater', 'bowl']","[96, 7]"
P03_121_18,P03,P03_121,00:01:15.799,00:01:14.56,00:01:16.86,3728,3843,tap paring knife against bowl,tap,32,knife:paring,4,"['knife:paring', 'bowl']","[4, 7]"
P03_121_19,P03,P03_121,00:01:16.799,00:01:16.22,00:01:18.08,3811,3904,scrape off knife,scrape-off,25,knife,4,['knife'],[4]
P03_121_2,P03,P03_121,00:00:09.102,00:00:08.73,00:00:09.32,436,466,turn down heat of hob,turn-down,65,heat:hob,65,['heat:hob'],[65]
P03_121_20,P03,P03_121,00:01:20.049,00:01:20.01,00:01:21.68,4000,4084,tap back of paring knife against grater,tap,32,knife:paring,4,"['knife:paring', 'grater']","[4, 96]"
P03_121_21,P03,P03_121,00:01:22.799,00:01:22.47,00:01:23.55,4123,4177,scrape lemon zest into bowl,scrape-into,25,zest:lemon,105,"['zest:lemon', 'bowl']","[105, 7]"
P03_121_22,P03,P03_121,00:01:26.299,00:01:24.90,00:01:30.12,4245,4506,scrape lemon zest out of grater using back of paring knife,scrape-out,25,zest:lemon,105,"['zest:lemon', 'grater', 'knife:paring']","[105, 96, 4]"
P03_121_23,P03,P03_121,00:01:30.799,00:01:30.16,00:01:32.43,4508,4621,scrape knife against bowl,scrape-against,25,knife,4,"['knife', 'bowl']","[4, 7]"
P03_121_24,P03,P03_121,00:01:33.549,00:01:33.27,00:01:33.92,4663,4696,put down grater,put-down,1,grater,96,['grater'],[96]
P03_121_25,P03,P03_121,00:01:34.094,00:01:33.97,00:01:34.53,4698,4726,put down paring knife,put-down,1,knife:paring,4,['knife:paring'],[4]
P03_121_26,P03,P03_121,00:01:35.549,00:01:35.54,00:01:36.30,4777,4815,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P03_121_27,P03,P03_121,00:01:36.549,00:01:36.40,00:01:43.39,4820,5169,stir melting butter in large bowl,stir,10,butter:melting,78,"['butter:melting', 'bowl:large']","[78, 7]"
P03_121_28,P03,P03_121,00:01:49.049,00:01:47.98,00:01:49.70,5398,5485,move large bowl,move,11,bowl:large,7,['bowl:large'],[7]
P03_121_29,P03,P03_121,00:01:49.799,00:01:49.76,00:02:29.35,5488,7467,stir melting butter in large bowl,stir,10,butter:melting,78,"['butter:melting', 'bowl:large']","[78, 7]"
P03_121_3,P03,P03_121,00:00:09.850,00:00:09.50,00:00:26.15,475,1307,stir melted butter in large bowl,stir,10,butter:melted,78,"['butter:melted', 'bowl:large']","[78, 7]"
P03_121_30,P03,P03_121,00:02:28.549,00:02:28.89,00:02:29.50,7444,7475,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_31,P03,P03_121,00:02:31.799,00:02:30.53,00:03:00.84,7526,9042,stir melting butter in large bowl,stir,10,butter:melting,78,"['butter:melting', 'bowl:large']","[78, 7]"
P03_121_32,P03,P03_121,00:03:01.049,00:03:00.94,00:03:02.00,9047,9100,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_33,P03,P03_121,00:03:02.799,00:03:02.75,00:03:03.68,9137,9184,pick up bowl of sugar,pick-up,0,bowl:sugar,7,['bowl:sugar'],[7]
P03_121_34,P03,P03_121,00:03:03.799,00:03:03.82,00:03:06.65,9191,9332,pour bowl of sugar into large bowl,pour-into,9,bowl:sugar,7,"['bowl:sugar', 'bowl:large']","[7, 7]"
P03_121_35,P03,P03_121,00:03:08.835,00:03:08.83,00:03:09.57,9441,9478,put down bowl,put-down,1,bowl,7,['bowl'],[7]
P03_121_36,P03,P03_121,00:03:10.335,00:03:10.35,00:03:50.42,9517,11521,stir sugar into melted butter,stir-into,10,sugar,102,"['sugar', 'butter:melted']","[102, 78]"
P03_121_37,P03,P03_121,00:03:51.299,00:03:51.27,00:03:52.00,11563,11600,pick up bowl of lemon zest,pick-up,0,bowl:lemon:zest,7,['bowl:lemon:zest'],[7]
P03_121_38,P03,P03_121,00:03:52.299,00:03:51.95,00:03:53.11,11597,11655,pour lemon zest into butter and sugar mixture,pour-into,9,zest:lemon,105,"['zest:lemon', 'butter', 'mixture:sugar']","[105, 78, 71]"
P03_121_39,P03,P03_121,00:03:53.549,00:03:52.88,00:03:53.92,11644,11696,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_4,P03,P03_121,00:00:26.850,00:00:25.75,00:00:27.35,1287,1367,turn up heat of hob,turn-up,70,heat:hob,65,['heat:hob'],[65]
P03_121_40,P03,P03_121,00:03:54.049,00:03:54.10,00:03:59.18,11705,11959,spoon lemon zest into butter and sugar mixture,spoon-into,16,zest:lemon,105,"['zest:lemon', 'butter', 'mixture:sugar']","[105, 78, 71]"
P03_121_41,P03,P03_121,00:04:00.338,00:03:59.28,00:04:00.78,11964,12039,put down bowl,put-down,1,bowl,7,['bowl'],[7]
P03_121_42,P03,P03_121,00:04:01.587,00:04:01.35,00:04:02.42,12067,12121,pick up juicer,pick-up,0,juicer,106,['juicer'],[106]
P03_121_43,P03,P03_121,00:04:04.336,00:04:03.35,00:04:10.50,12167,12525,pour lemon juice into egg and sugar mixture,pour-into,9,juice:lemon,183,"['juice:lemon', 'egg', 'mixture:sugar']","[183, 53, 71]"
P03_121_44,P03,P03_121,00:04:12.049,00:04:10.47,00:04:12.47,12523,12623,put down juicer,put-down,1,juicer,106,['juicer'],[106]
P03_121_45,P03,P03_121,00:04:13.299,00:04:13.63,00:04:36.14,12681,13807,stir lemon juice into egg and sugar mixture,stir-into,10,juice:lemon,183,"['juice:lemon', 'egg', 'mixture:sugar']","[183, 53, 71]"
P03_121_46,P03,P03_121,00:04:38.049,00:04:37.09,00:04:38.89,13854,13944,take fork from measuring jug,take-from,0,fork,14,"['fork', 'jug:measuring']","[14, 66]"
P03_121_47,P03,P03_121,00:04:40.049,00:04:39.88,00:04:40.94,13994,14047,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_48,P03,P03_121,00:04:41.549,00:04:40.36,00:04:42.09,14018,14104,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P03_121_49,P03,P03_121,00:04:42.799,00:04:42.12,00:04:42.94,14106,14147,pick up measuring jug full of eggs,pick-up,0,jug:measuring,66,"['jug:measuring', 'egg']","[66, 53]"
P03_121_5,P03,P03_121,00:00:28.100,00:00:27.80,00:00:44.40,1390,2220,stir melting butter in large bowl,stir,10,butter:melting,78,"['butter:melting', 'bowl:large']","[78, 7]"
P03_121_50,P03,P03_121,00:04:43.299,00:04:43.21,00:04:49.70,14160,14485,whisk eggs,whisk,10,egg,53,['egg'],[53]
P03_121_51,P03,P03_121,00:04:47.049,00:04:49.18,00:04:54.63,14459,14731,pour whisked eggs into large bowl,pour,9,egg:whisked,53,"['egg:whisked', 'bowl:large']","[53, 7]"
P03_121_52,P03,P03_121,00:04:55.049,00:04:54.93,00:04:58.61,14746,14930,stir eggs into mixture,stir-into,10,egg,53,"['egg', 'mixture']","[53, 71]"
P03_121_53,P03,P03_121,00:04:59.049,00:04:57.98,00:04:59.73,14899,14986,empty last of whisked eggs into bowl,empty-into,20,egg:whisked,53,"['egg:whisked', 'bowl']","[53, 7]"
P03_121_54,P03,P03_121,00:05:07.299,00:04:59.66,00:05:08.05,14982,15402,tap fork against side of large bowl,tap-against,32,fork,14,"['fork', 'side', 'bowl:large']","[14, 42, 7]"
P03_121_55,P03,P03_121,00:05:08.299,00:05:08.24,00:05:08.84,15412,15441,put fork in measuring jug,put-in,5,fork,14,"['fork', 'jug:measuring']","[14, 66]"
P03_121_56,P03,P03_121,00:05:09.049,00:05:08.83,00:05:09.64,15441,15482,put down measuring jug,put-down,1,jug:measuring,66,['jug:measuring'],[66]
P03_121_57,P03,P03_121,00:05:10.049,00:05:09.67,00:05:10.48,15483,15524,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P03_121_58,P03,P03_121,00:05:11.049,00:05:10.92,00:05:12.77,15546,15638,stir lemon curd mixture,stir,10,mixture:lemon:curd,71,['mixture:lemon:curd'],[71]
P03_121_59,P03,P03_121,00:05:16.049,00:05:14.98,00:05:17.08,15749,15854,lift up large bowl,lift-up,33,bowl:large,7,['bowl:large'],[7]
P03_121_6,P03,P03_121,00:00:44.600,00:00:44.70,00:00:48.46,2235,2423,tap spoon against side of bowl,tap,32,spoon,1,"['spoon', 'side:bowl']","[1, 7]"
P03_121_60,P03,P03_121,00:05:18.049,00:05:17.58,00:05:18.58,15879,15929,turn down hob,turn-down,65,hob,24,['hob'],[24]
P03_121_61,P03,P03_121,00:05:19.299,00:05:18.49,00:06:12.29,15924,18614,stir lemon curd mixture,stir,10,mixture:lemon:curd,71,['mixture:lemon:curd'],[71]
P03_121_62,P03,P03_121,00:06:13.549,00:06:12.25,00:06:16.27,18612,18813,tap spoon against side of large bowl,tap,32,spoon,1,"['spoon', 'side', 'bowl:large']","[1, 42, 7]"
P03_121_63,P03,P03_121,00:06:16.549,00:06:15.87,00:06:17.07,18793,18853,scrape spoon against large bowl,scrape,25,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_64,P03,P03_121,00:06:17.049,00:06:17.17,00:06:18.42,18858,18921,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_65,P03,P03_121,00:06:20.049,00:06:18.70,00:06:21.45,18935,19072,stir lemon curd mixture,stir,10,mixture:lemon:curd,71,['mixture:lemon:curd'],[71]
P03_121_66,P03,P03_121,00:06:21.549,00:06:21.54,00:06:23.85,19077,19192,tap spoon against side of large bowl,tap,32,spoon,1,"['spoon', 'side', 'bowl:large']","[1, 42, 7]"
P03_121_67,P03,P03_121,00:06:24.549,00:06:24.22,00:06:25.36,19211,19268,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P03_121_7,P03,P03_121,00:00:48.638,00:00:46.85,00:00:50.43,2342,2521,stir melting butter in large bowl,stir,10,butter:melting,78,"['butter:melting', 'bowl:large']","[78, 7]"
P03_121_8,P03,P03_121,00:00:50.350,00:00:49.63,00:00:51.22,2481,2561,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_121_9,P03,P03_121,00:00:54.641,00:00:53.63,00:00:55.30,2681,2765,tap spoon against large bowl,tap,32,spoon,1,"['spoon', 'bowl:large']","[1, 7]"
P03_122_0,P03,P03_122,00:00:03.602,00:00:03.34,00:00:04.23,167,211,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P03_122_1,P03,P03_122,00:00:05.352,00:00:04.74,00:00:13.41,237,670,stir lemon curd mixture,stir,10,mixture:lemon:curd,71,['mixture:lemon:curd'],[71]
P03_122_10,P03,P03_122,00:00:35.600,00:00:35.82,00:00:36.35,1791,1817,bend book,bend,95,book,140,['book'],[140]
P03_122_11,P03,P03_122,00:00:36.850,00:00:36.22,00:00:37.32,1811,1866,put down book,put-down,1,book,140,['book'],[140]
P03_122_2,P03,P03_122,00:00:12.602,00:00:10.49,00:00:12.36,524,618,scoop lemon curd mixture,scoop,16,mixture:lemon:curd,71,['mixture:lemon:curd'],[71]
P03_122_3,P03,P03_122,00:00:13.102,00:00:12.46,00:00:13.97,623,698,pour lemon curd mixture,pour,9,mixture:lemon:curd,71,['mixture:lemon:curd'],[71]
P03_122_4,P03,P03_122,00:00:15.601,00:00:14.83,00:00:19.24,741,961,turn on oven,turn-on,6,oven,46,['oven'],[46]
P03_122_5,P03,P03_122,00:00:21.377,00:00:21.05,00:00:24.54,1052,1227,tap spoon against side of large bowl,tap,32,spoon,1,"['spoon', 'side', 'bowl:large']","[1, 42, 7]"
P03_122_6,P03,P03_122,00:00:26.852,00:00:26.47,00:00:27.66,1323,1383,put down spoon,put-down,1,spoon,1,['spoon'],[1]
P03_122_7,P03,P03_122,00:00:32.351,00:00:31.03,00:00:32.63,1551,1631,move spoon,move,11,spoon,1,['spoon'],[1]
P03_122_8,P03,P03_122,00:00:34.130,00:00:33.87,00:00:34.88,1693,1744,close book,close,4,book,140,['book'],[140]
P03_122_9,P03,P03_122,00:00:35.350,00:00:35.19,00:00:35.72,1759,1786,pick up book,pick-up,0,book,140,['book'],[140]
P03_123_0,P03,P03_123,00:00:03.852,00:00:01.59,00:00:03.93,79,196,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P03_123_1,P03,P03_123,00:00:04.879,00:00:04.52,00:00:07.08,225,354,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115]
P03_123_10,P03,P03_123,00:00:38.852,00:00:38.39,00:00:39.62,1919,1980,close drawer,close,4,drawer,8,['drawer'],[8]
P03_123_11,P03,P03_123,00:00:40.101,00:00:39.66,00:00:40.72,1982,2036,put down ladle,put-down,1,ladle,97,['ladle'],[97]
P03_123_12,P03,P03_123,00:00:41.852,00:00:40.82,00:00:42.37,2041,2118,open cupboard,open,3,cupboard,3,['cupboard'],[3]
P03_123_13,P03,P03_123,00:00:44.378,00:00:43.01,00:00:44.98,2150,2249,close cupboard,close,4,cupboard,3,['cupboard'],[3]
P03_123_14,P03,P03_123,00:00:48.352,00:00:46.44,00:00:48.53,2322,2426,lift up large bowl,lift-up,33,bowl:large,7,['bowl:large'],[7]
P03_123_15,P03,P03_123,00:00:49.100,00:00:48.31,00:00:50.24,2415,2512,drop large bowl,drop,59,bowl:large,7,['bowl:large'],[7]
P03_123_16,P03,P03_123,00:00:51.100,00:00:49.96,00:00:56.59,2498,2829,lift up large bowl,lift-up,33,bowl:large,7,['bowl:large'],[7]
P03_123_17,P03,P03_123,00:00:58.100,00:00:51.91,00:00:58.60,2595,2930,put large bowl in large saucepan,put-in,5,bowl:large,7,"['bowl:large', 'saucepan:large']","[7, 5]"
P03_123_18,P03,P03_123,00:00:59.100,00:00:58.66,00:00:59.40,2933,2970,pick up spoon,pick-up,0,spoon,1,['spoon'],[1]
P03_123_19,P03,P03_123,00:01:01.600,00:01:01.13,00:01:07.25,3056,3362,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115]
P03_123_2,P03,P03_123,00:00:08.102,00:00:07.18,00:00:08.45,359,422,turn off hob,turn-off,8,hob,24,['hob'],[24]
P03_123_20,P03,P03_123,00:01:07.350,00:01:07.48,00:01:08.16,3374,3408,tap spoon against side of large bowl,tap,32,spoon,1,"['spoon', 'side', 'bowl:large']","[1, 42, 7]"
P03_123_21,P03,P03_123,00:01:08.850,00:01:08.13,00:01:09.08,3406,3454,turn off oven,turn-off,8,oven,46,['oven'],[46]
P03_123_22,P03,P03_123,00:01:10.350,00:01:10.48,00:01:13.54,3524,3676,tap spoon against side of large bowl,tap,32,spoon,1,"['spoon', 'side', 'bowl:large']","[1, 42, 7]"
P03_123_23,P03,P03_123,00:01:14.600,00:01:14.03,00:01:15.13,3701,3756,put spoon on counter,put-on,1,spoon,1,"['spoon', 'counter']","[1, 42]"
P03_123_24,P03,P03_123,00:01:16.101,00:01:15.32,00:01:16.36,3765,3818,open oven,open,3,oven,46,['oven'],[46]
P03_123_25,P03,P03_123,00:01:16.350,00:01:18.26,00:01:20.81,3913,4040,grab oven mitts,grab,0,mitt:oven,60,['mitt:oven'],[60]
P03_123_26,P03,P03_123,00:01:18.600,00:01:18.33,00:01:18.95,3916,3947,turn down heat knob of oven,turn-down,65,knob:heat,190,"['knob:heat', 'knob:oven']","[190, 190]"
P03_123_27,P03,P03_123,00:01:20.641,00:01:17.42,00:01:24.05,3871,4202,put hands in oven mitts,put-in,5,hand,11,"['hand', 'mitt:oven']","[11, 60]"
P03_123_28,P03,P03_123,00:01:23.393,00:01:22.99,00:01:25.13,4149,4256,take baking tray out of oven,take-out,12,tray:baking,35,"['tray:baking', 'oven']","[35, 46]"
P03_123_29,P03,P03_123,00:01:27.100,00:01:26.60,00:01:27.64,4330,4382,close oven,close,4,oven,46,['oven'],[46]
P03_123_3,P03,P03_123,00:00:09.352,00:00:08.47,00:00:19.69,423,984,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115]
P03_123_30,P03,P03_123,00:01:29.600,00:01:29.44,00:01:30.78,4472,4539,move measuring jug,move,11,jug:measuring,66,['jug:measuring'],[66]
P03_123_31,P03,P03_123,00:01:31.100,00:01:30.88,00:01:33.01,4544,4650,move scales,move,11,scale,108,['scale'],[108]
P03_123_32,P03,P03_123,00:01:33.350,00:01:33.11,00:01:34.20,4655,4710,move grater,move,11,grater,96,['grater'],[96]
P03_123_33,P03,P03_123,00:01:34.600,00:01:34.00,00:01:36.42,4700,4821,put down baking tray on counter,put-down,1,tray:baking,35,"['tray:baking', 'counter']","[35, 42]"
P03_123_34,P03,P03_123,00:01:35.350,00:01:34.96,00:01:36.29,4748,4814,move baking tray on counter,move-on,11,tray:baking,35,"['tray:baking', 'counter']","[35, 42]"
P03_123_35,P03,P03_123,00:01:37.100,00:01:37.09,00:01:38.59,4854,4929,pick up clip top jar,pick-up,0,jar:clip:top,40,['jar:clip:top'],[40]
